ID;TITULO;TIPO;AREAS;MODALIDADE;DATA;HORARIOS;CONFLITOS;IDS_CONFLITOS
43;Potencial antiinflamatório e anticâncer de plantas do Bioma Caatinga;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-12-01;[16, 17];3;[11, 65, 68]
12;A Representação Espacial: Cartografia Escolar, Comunitária e Ambiental;MESA_REDONDA;[CIENCIAS_AGRARIAS, ENGENHARIAS, CIENCIAS_HUMANAS];ONLINE;2022-12-01;[18, 19];13;[69, 76, 13, 14, 80, 51, 20, 54, 23, 59, 63, 32, 66]
35;Comércio e política em Pernambuco do século XIX: conversa sobre o livro de Bruno Câmara;ATIVIDADE;[CIENCIAS_SOCIAIS_APLICADA];PRESENCIAL;2022-12-01;[18, 19];5;[69, 76, 13, 80, 66]
63;Incorporação de ingredientes funcionais e prebióticos em iogurtes;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-12-01;[18];3;[54, 59, 12]
59;Pesquisa e Inovação: A utilização do conhecimento cientifico para a inovação na Industria dos Produtos a base de cereais.;ATIVIDADE;[CIENCIAS_AGRARIAS, ENGENHARIAS];ONLINE;2022-12-01;[18];3;[54, 12, 63]
76;RPG Escola Zumbi: sobreviver ao ensino médio nunca foi tão perigoso.;ATIVIDADE;[CIENCIAS_HUMANAS, CIENCIAS_SOCIAIS_APLICADA];PRESENCIAL;2022-12-01;[18, 19, 20];9;[69, 12, 13, 14, 32, 80, 66, 35, 20]
28;introdução às sequências recorrentes lineares;ATIVIDADE;[CIENCIAS_BIOLOGICAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-12-01;[18, 19];6;[69, 23, 25, 14, 80, 66]
20;Agreste Priemevo: Caçadores, Coletores e Cultura - Passado remoto e o Presente Dialogando;MESA_REDONDA;[CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[19, 20];8;[69, 12, 76, 13, 14, 32, 80, 66]
51;Desafios e Aprendizados em Gerenciar uma Empresa Júnior;ATIVIDADE;[CIENCIAS_EXATAS_E_DA_TERRA, ENGENHARIAS];PRESENCIAL;2022-12-01;[19];4;[69, 12, 80, 66]
14;Detecção dos Sinais de risco de autismo em bebês através do instrumento IRDI;ATIVIDADE;[CIENCIAS_DA_SAUDE, CIENCIAS_HUMANAS];PRESENCIAL;2022-12-01;[19, 20, 21];10;[69, 23, 12, 76, 28, 13, 32, 80, 66, 20]
23;Detecção dos Sinais de risco de autismo em bebês através do instrumento IRDI;ATIVIDADE;[CIENCIAS_AGRARIAS, CIENCIAS_DA_SAUDE];PRESENCIAL;2022-12-01;[19, 20, 21];6;[69, 12, 28, 14, 80, 66]
32;Mesa redonda sobre a interferência das fake news nas eleições de 2022 à luz do direito eleitoral;ATIVIDADE;[CIENCIAS_HUMANAS];ONLINE;2022-12-01;[19, 20];8;[69, 12, 76, 13, 14, 80, 66, 20]
13;Reflexões sobre a interferência das fake news nas eleições de 2022 à luz do direito eleitoral;MESA_REDONDA;[CIENCIAS_SOCIAIS_APLICADA, CIENCIAS_HUMANAS];ONLINE;2022-12-01;[19, 20];9;[69, 12, 76, 14, 32, 80, 66, 35, 20]
25;Tendências e Perspectivas do Mercado Trabalho do Médico Veterinário;ATIVIDADE;[CIENCIAS_BIOLOGICAS];ONLINE;2022-12-01;[19, 20];4;[69, 28, 80, 66]
80;A interdisciplinaridade na atuação da psicologia social e sua interface com as políticas públicas;ATIVIDADE;[TODAS];ONLINE;2022-12-01;[19, 20];13;[69, 12, 76, 13, 14, 51, 20, 23, 25, 28, 32, 66, 35]
66;Capoeira Angola: da escravidão a educação.;ATIVIDADE;[TODAS];PRESENCIAL;2022-12-01;[19, 20];13;[69, 12, 76, 13, 14, 80, 51, 20, 23, 25, 28, 32, 35]
69;Show da Química: A ludicidade científica;ATIVIDADE;[TODAS];PRESENCIAL;2022-12-01;[19, 20];13;[12, 76, 13, 14, 80, 51, 20, 23, 25, 28, 32, 66, 35]
